wordform	from_sense_id	to_sense_id	label
appeal	appeal%1:10:00::	appeal%1:07:00::	metaphor
appeal	appeal%1:10:00::	appeal%1:04:00::	metonymy
appeal	appeal%1:10:00::	appeal%1:10:02::	metonymy
appearance	appearance%1:07:00::	appearance%1:11:00::	metonymy
appearance	appearance%1:11:00::	appearance%1:04:01::	metonymy
appearance	appearance%1:07:00::	appearance%1:09:00::	metonymy
appearance	appearance%1:11:00::	appearance%1:04:00::	metonymy
appearance	appearance%1:07:00::	appearance%1:04:02::	metonymy
appendage	appendage%1:08:00::	appendage%1:08:01::	metaphor
appendage	appendage%1:08:00::	appendage%1:06:00::	metaphor
appendix	appendix%1:10:00::	appendix%1:08:00::	metaphor
apple	apple%1:13:00::	apple%1:20:00::	metonymy
applesauce	applesauce%1:13:00::	applesauce%1:10:00::	metaphor
appliance	appliance%1:06:00::	appliance%1:06:01::	metonymy
application	application%1:04:01::	application%1:10:00::	metonymy
application	application%1:04:02::	application%1:04:03::	metonymy
application	application%1:04:02::	application%1:10:01::	metonymy
application	application%1:04:03::	application%1:06:00::	metonymy
application	application%1:04:02::	application%1:04:01::	metonymy
application	application%1:04:02::	application%1:04:00::	metonymy
appointment	appointment%1:18:00::	appointment%1:06:00::	metaphor
appointment	appointment%1:04:00::	appointment%1:18:00::	metonymy
appointment	appointment%1:04:00::	appointment%1:04:01::	metonymy
appointment	appointment%1:04:00::	appointment%1:04:02::	metaphor
appraisal	appraisal%1:09:00::	appraisal%1:10:01::	metonymy
appraisal	appraisal%1:09:00::	appraisal%1:04:00::	metonymy
appreciation	appreciation%1:09:00::	appreciation%1:09:01::	metaphor
appreciation	appreciation%1:04:00::	appreciation%1:10:00::	metonymy
apprehension	apprehension%1:12:00::	apprehension%1:09:01::	metaphor
apprehension	apprehension%1:09:00::	apprehension%1:04:00::	metaphor
approach	approach%1:04:00::	approach%1:04:02::	metaphor
approach	approach%1:04:00::	approach%1:06:00::	metonymy
approach	approach%1:06:00::	approach%1:15:00::	metonymy
approach	approach%1:04:00::	approach%1:11:00::	metonymy
approach	approach%1:04:00::	approach%1:10:00::	metaphor
approach	approach%1:04:00::	approach%1:07:00::	metaphor
approach	approach%1:04:00::	approach%1:07:01::	metaphor
approach	approach%1:04:00::	approach%1:04:01::	metonymy
appropriateness	appropriateness%1:07:00::	appropriateness%1:07:01::	metonymy
appropriation	appropriation%1:04:00::	appropriation%1:04:01::	metaphor
approval	approval%1:12:00::	approval%1:04:02::	metonymy
approval	approval%1:12:00::	approval%1:26:00::	metonymy
approval	approval%1:12:00::	approval%1:10:00::	metonymy
approximation	approximation%1:10:00::	approximation%1:09:00::	metonymy
approximation	approximation%1:10:00::	approximation%1:07:00::	metonymy
apricot	apricot%1:13:00::	apricot%1:20:00::	metonymy
apricot	apricot%1:13:00::	apricot%1:07:00::	metaphor
apron	apron%1:06:00::	apron%1:15:00::	metaphor
apron	apron%1:06:00::	apron%1:06:02::	metaphor
apron	apron%1:06:00::	apron%1:06:01::	metaphor
arbitration	arbitration%1:10:00::	arbitration%1:04:00::	metonymy
arbor	arbor%1:20:00::	arbor%1:06:01::	metaphor
arbor	arbor%1:20:00::	arbor%1:06:00::	metaphor
arc	arc%1:25:01::	arc%1:19:00::	metaphor
arc	arc%1:25:01::	arc%1:25:00::	metaphor
arcade	arcade%1:06:02::	arcade%1:06:01::	metaphor
arch	arch%1:06:00::	arch%1:08:00::	metaphor
arch	arch%1:06:00::	arch%1:06:01::	metonymy
arch	arch%1:25:00::	arch%1:06:00::	metonymy
archer	archer%1:15:00::	archer%1:18:01::	metonymy
archer	archer%1:18:00::	archer%1:15:00::	metaphor
architecture	architecture%1:06:00::	architecture%1:09:00::	metonymy
architecture	architecture%1:06:00::	architecture%1:04:00::	metonymy
architecture	architecture%1:06:00::	architecture%1:07:00::	metaphor
architrave	architrave%1:06:00::	architrave%1:06:01::	metaphor
arctic	arctic%V1	arctic%1:06:00::	metonymy
arctic	arctic%1:15:00::	arctic%V1	metonymy
area	area%1:15:01::	area%1:09:00::	metaphor
area	area%1:15:01::	area%1:08:00::	metaphor
area	area%1:15:01::	area%1:26:00::	metaphor
area	area%1:15:01::	area%1:06:00::	metaphor
area	area%1:15:01::	area%1:07:00::	metaphor
arena	arena%1:06:01::	arena%1:26:00::	metaphor
arena	arena%1:06:01::	arena%1:15:00::	metonymy
arena	arena%1:06:01::	arena%1:06:00::	metonymy
argonaut	argonaut%1:18:01::	argonaut%1:18:00::	metaphor
argonaut	argonaut%1:18:01::	argonaut%1:05:00::	metaphor
argument	argument%1:10:03::	argument%1:10:02::	metonymy
argument	argument%1:10:03::	argument%1:10:00::	metaphor
argument	argument%1:10:02::	argument%1:10:01::	metaphor
argument	argument%1:10:02::	argument%1:10:04::	metaphor
argument	argument%1:10:02::	argument%1:09:00::	metaphor
argument	argument%1:10:02::	argument%1:09:01::	metaphor
argyle	argyle%1:06:01::	argyle%1:06:00::	metonymy
argyll	argyll%V1	argyll%1:06:02::	metonymy
argyll	argyll%1:06:01::	argyll%1:06:00::	metonymy
argyll	argyll%1:06:01::	argyll%V1	metonymy
aristocracy	aristocracy%1:14:01::	aristocracy%1:14:02::	metaphor
arm	arm%1:08:00::	arm%1:06:03::	metaphor
arm	arm%1:08:00::	arm%1:06:02::	metonymy
arm	arm%1:08:00::	arm%1:14:00::	metaphor
arm	arm%1:08:00::	arm%1:06:00::	metonymy
armband	armband%1:06:00::	armband%1:10:00::	metonymy
armory	armory%1:06:02::	armory%1:09:00::	metaphor
armory	armory%1:06:02::	armory%1:06:03::	metonymy
armory	armory%1:06:02::	armory%1:06:00::	metaphor
armour	armour%1:06:00::	armour%1:14:00::	metonymy
armour	armour%1:06:00::	armour%1:05:00::	metaphor
armoury	armoury%V1	armoury%1:09:00::	metaphor
armoury	armoury%V1	armoury%1:06:03::	metaphor
armoury	armoury%1:06:02::	armoury%1:06:00::	metaphor
armoury	armoury%1:06:02::	armoury%V1	metonymy
army	army%1:14:00::	army%1:14:01::	metaphor
army	army%1:14:00::	army%1:14:02::	metonymy
armyworm	armyworm%1:05:02::	armyworm%1:05:01::	metonymy
armyworm	armyworm%1:05:02::	armyworm%1:05:03::	metaphor
arousal	arousal%1:26:00::	arousal%1:04:00::	metonymy
arousal	arousal%1:04:00::	arousal%1:09:00::	metonymy
arousal	arousal%1:04:00::	arousal%1:04:01::	metonymy
arrangement	arrangement%1:14:00::	arrangement%1:09:01::	metaphor
arrangement	arrangement%1:14:00::	arrangement%1:09:00::	metonymy
arrangement	arrangement%1:14:00::	arrangement%1:07:00::	metaphor
arrangement	arrangement%1:14:00::	arrangement%1:10:00::	metaphor
arrangement	arrangement%1:14:00::	arrangement%1:04:01::	metonymy
array	array%1:14:00::	array%1:10:00::	metonymy
array	array%1:10:00::	array%1:06:01::	metaphor
array	array%1:14:00::	array%1:06:00::	metonymy
arrow	arrow%1:06:00::	arrow%1:10:00::	metaphor
arse	arse%1:08:01::	arse%1:08:00::	metaphor
arsenal	arsenal%1:06:01::	arsenal%1:06:03::	metaphor
arsenal	arsenal%1:06:01::	arsenal%1:06:02::	metaphor
arsenic	arsenic%1:27:00::	arsenic%1:27:01::	metonymy
art	art%1:06:00::	art%1:04:00::	metonymy
art	art%1:04:00::	art%1:09:00::	metaphor
art	art%1:06:00::	art%1:10:00::	metonymy
artery	artery%1:08:00::	artery%1:06:01::	metaphor
article	article%1:10:00::	article%1:03:00::	metaphor
article	article%1:10:00::	article%1:10:02::	metaphor
article	article%1:10:00::	article%1:10:01::	metaphor
articulation	articulation%1:10:01::	articulation%1:10:00::	metaphor
articulation	articulation%1:10:01::	articulation%1:25:00::	metaphor
articulation	articulation%1:10:01::	articulation%1:08:00::	metaphor
articulation	articulation%1:10:01::	articulation%1:04:00::	metaphor
artillery	artillery%1:06:00::	artillery%1:14:00::	metonymy
artillery	artillery%1:06:00::	artillery%1:10:00::	metaphor
ascension	ascension%1:11:02::	ascension%1:28:00::	metonymy
ascension	ascension%1:11:00::	ascension%1:11:02::	metonymy
ascension	ascension%1:11:00::	ascension%1:11:01::	metonymy
ascension	ascension%1:11:00::	ascension%1:04:00::	metonymy
ash	ash%1:20:00::	ash%1:20:02::	metonymy
ashram	ashram%1:15:00::	ashram%1:15:01::	metaphor
asp	asp%1:05:01::	asp%1:05:02::	metaphor
asparagus	asparagus%1:13:00::	asparagus%1:20:00::	metonymy
aspect	aspect%1:07:02::	aspect%1:09:00::	metonymy
aspect	aspect%1:09:01::	aspect%1:07:01::	metaphor
aspergillosis	aspergillosis%1:26:02::	aspergillosis%1:26:00::	metonymy
aspergillosis	aspergillosis%1:26:02::	aspergillosis%1:26:01::	metaphor
asperity	asperity%1:07:01::	asperity%1:07:02::	metaphor
asphalt	asphalt%1:27:02::	asphalt%1:27:01::	metonymy
aspiration	aspiration%1:12:00::	aspiration%1:07:00::	metonymy
aspiration	aspiration%1:04:00::	aspiration%1:10:00::	metonymy
ass	ass%1:05:00::	ass%1:18:00::	metaphor
ass	ass%1:08:00::	ass%1:04:00::	metaphor
assassination	assassination%1:04:00::	assassination%1:10:01::	metaphor
assault	assault%1:04:01::	assault%1:04:00::	metonymy
assault	assault%1:04:01::	assault%1:04:02::	metaphor
assay	assay%1:04:00::	assay%1:09:00::	metaphor
assay	assay%1:04:00::	assay%1:27:00::	metonymy
assay	assay%1:04:00::	assay%1:10:00::	metonymy
assemblage	assemblage%1:14:01::	assemblage%1:14:00::	metaphor
assemblage	assemblage%1:14:01::	assemblage%1:06:00::	metaphor
assemblage	assemblage%1:14:01::	assemblage%1:04:00::	metonymy
assembly	assembly%1:04:01::	assembly%1:06:00::	metonymy
assembly	assembly%1:04:00::	assembly%1:06:01::	metonymy
assembly	assembly%1:04:00::	assembly%1:14:00::	metonymy
assembly	assembly%1:04:01::	assembly%1:06:02::	metonymy
assembly	assembly%1:04:01::	assembly%1:04:00::	metaphor
assessment	assessment%1:09:00::	assessment%1:21:00::	metonymy
assessment	assessment%1:09:00::	assessment%1:07:00::	metonymy
assessment	assessment%1:09:00::	assessment%1:04:00::	metonymy
asshole	asshole%1:08:00::	asshole%1:18:00::	metaphor
assignment	assignment%M3B	assignment%1:10:02::	metonymy
assignment	assignment%1:04:00::	assignment%M3A	metonymy
assignment	assignment%M3A	assignment%M3B	metaphor
assignment	assignment%M3B	assignment%1:21:02::	metonymy
assignment	assignment%1:04:00::	assignment%1:04:03::	metaphor
assignment	assignment%M3A	assignment%1:04:01::	metonymy
assimilation	assimilation%1:22:02::	assimilation%1:26:00::	metonymy
assimilation	assimilation%1:22:02::	assimilation%1:22:01::	metaphor
assimilation	assimilation%1:22:02::	assimilation%1:22:00::	metaphor
assimilation	assimilation%1:22:02::	assimilation%1:09:01::	metaphor
assimilation	assimilation%1:22:02::	assimilation%1:09:00::	metaphor
associate	associate%1:18:00::	associate%1:18:01::	metaphor
associate	associate%1:18:00::	associate%1:18:02::	metaphor
associate	associate%1:18:00::	associate%1:11:00::	metaphor
associate	associate%1:18:00::	associate%1:10:00::	metonymy
association	association%1:24:00::	association%1:14:00::	metonymy
association	association%1:24:00::	association%1:04:00::	metonymy
association	association%1:09:00::	association%1:26:02::	metonymy
association	association%1:04:00::	association%1:09:00::	metaphor
association	association%1:24:00::	association%1:26:00::	metonymy
association	association%1:04:00::	association%1:22:00::	metaphor
association	association%1:24:00::	association%1:14:01::	metonymy
assortment	assortment%1:14:00::	assortment%1:04:00::	metonymy
assumption	assumption%1:10:00::	assumption%1:09:00::	metaphor
assumption	assumption%1:04:01::	assumption%1:04:00::	metaphor
assumption	assumption%1:11:00::	assumption%1:28:00::	metonymy
assumption	assumption%1:04:01::	assumption%1:11:00::	metaphor
assumption	assumption%1:10:00::	assumption%1:07:00::	metaphor
assumption	assumption%1:10:00::	assumption%1:04:01::	metonymy
assurance	assurance%1:10:00::	assurance%1:09:00::	metonymy
assurance	assurance%1:10:00::	assurance%1:10:01::	metaphor
assurance	assurance%1:10:00::	assurance%1:21:02::	metaphor
aster	aster%1:20:00::	aster%1:08:00::	metaphor
asylum	asylum%1:06:01::	asylum%1:06:00::	metaphor
atheism	atheism%1:09:01::	atheism%1:09:00::	metonymy
athenaeum	athenaeum%1:06:00::	athenaeum%1:14:00::	metaphor
athletics	athletics%1:04:00::	athletics%1:11:00::	metonymy
athletics	athletics%1:04:00::	athletics%1:04:01::	metonymy
atlas	atlas%1:18:00::	atlas%1:08:00::	metaphor
atlas	atlas%1:18:00::	atlas%1:06:00::	metaphor
atmosphere	atmosphere%1:17:00::	atmosphere%1:26:01::	metaphor
atmosphere	atmosphere%1:17:00::	atmosphere%1:15:00::	metonymy
atmosphere	atmosphere%1:17:00::	atmosphere%1:26:00::	metaphor
atmosphere	atmosphere%1:17:00::	atmosphere%1:07:00::	metaphor
atom	atom%1:27:00::	atom%1:27:01::	metaphor
atonement	atonement%1:04:00::	atonement%1:21:00::	metaphor
atrium	atrium%1:06:00::	atrium%1:08:00::	metaphor
atrocity	atrocity%1:04:00::	atrocity%1:07:00::	metaphor
atrophy	atrophy%1:26:00::	atrophy%1:11:00::	metaphor
attache	attache%1:18:00::	attache%1:06:00::	metonymy
attachment	attachment%1:06:00::	attachment%1:12:00::	metaphor
attachment	attachment%1:04:01::	attachment%1:10:00::	metonymy
attachment	attachment%1:06:00::	attachment%1:06:01::	metaphor
attachment	attachment%1:06:00::	attachment%1:04:02::	metaphor
attachment	attachment%1:06:00::	attachment%1:04:01::	metonymy
attachment	attachment%1:04:01::	attachment%1:04:00::	metaphor
attack	attack%1:04:02::	attack%1:04:00::	metonymy
attack	attack%1:04:00::	attack%1:04:04::	metaphor
attack	attack%1:04:02::	attack%1:10:00::	metaphor
attack	attack%1:04:00::	attack%1:04:03::	metaphor
attack	attack%1:04:02::	attack%1:04:01::	metaphor
attack	attack%1:04:02::	attack%1:26:00::	metaphor
attack	attack%1:04:02::	attack%1:22:00::	metaphor
attack	attack%1:04:02::	attack%1:04:05::	metaphor
attempt	attempt%1:04:00::	attempt%1:04:02::	metonymy
attention	attention%1:09:01::	attention%1:09:00::	metonymy
attention	attention%1:09:01::	attention%1:04:01::	metonymy
attention	attention%1:09:01::	attention%1:09:02::	metonymy
attention	attention%1:09:00::	attention%1:04:02::	metaphor
attention	attention%1:09:00::	attention%1:07:00::	metonymy
attic	attic%1:06:00::	attic%1:08:00::	metaphor
attic	attic%1:06:00::	attic%1:06:01::	metaphor
attitude	attitude%1:09:00::	attitude%1:07:01::	metaphor
attitude	attitude%1:07:01::	attitude%1:04:00::	metonymy
attitude	attitude%1:09:00::	attitude%1:24:00::	metaphor
attraction	attraction%1:09:00::	attraction%1:10:00::	metonymy
attraction	attraction%1:19:00::	attraction%1:07:00::	metaphor
attraction	attraction%1:07:00::	attraction%1:09:00::	metonymy
attraction	attraction%1:09:00::	attraction%1:18:00::	metonymy
attribute	attribute%1:09:00::	attribute%1:03:00::	metonymy
attrition	attrition%1:22:00::	attrition%1:19:00::	metonymy
attrition	attrition%1:22:00::	attrition%1:11:00::	metaphor
attrition	attrition%1:22:00::	attrition%1:04:00::	metonymy
audience	audience%1:14:00::	audience%1:14:01::	metaphor
audience	audience%V2	audience%1:26:00::	metonymy
audience	audience%V2	audience%1:10:00::	metonymy
audience	audience%1:14:00::	audience%V1	metonymy
audience	audience%V1	audience%V2	metonymy
audio	audio%1:10:00::	audio%1:07:00::	metaphor
audio	audio%1:10:00::	audio%1:06:01::	metaphor
audio	audio%1:10:00::	audio%1:06:00::	metonymy
audit	audit%1:21:00::	audit%1:04:00::	metaphor
audition	audition%V1	audition%1:09:00::	metonymy
audition	audition%1:04:01::	audition%V1	metonymy
aura	aura%1:07:01::	aura%1:26:00::	metaphor
aura	aura%1:07:01::	aura%1:07:00::	metaphor
aurora	aurora%1:19:00::	aurora%1:28:00::	metaphor
aurora	aurora%1:19:00::	aurora%1:18:00::	metonymy
authentication	authentication%1:04:00::	authentication%1:10:00::	metonymy
author	author%1:18:00::	author%1:18:01::	metaphor
authorisation	authorisation%1:04:00::	authorisation%1:10:00::	metonymy
authorisation	authorisation%1:04:00::	authorisation%1:07:00::	metonymy
authorisation	authorisation%1:04:00::	authorisation%1:07:02::	metonymy
authority	authority%1:07:00::	authority%1:18:01::	metonymy
authority	authority%1:18:01::	authority%1:18:00::	metaphor
authority	authority%1:07:00::	authority%1:09:00::	metaphor
authority	authority%1:18:01::	authority%1:14:00::	metaphor
authority	authority%1:07:00::	authority%1:07:02::	metonymy
authority	authority%1:07:00::	authority%1:10:00::	metonymy
authorization	authorization%1:07:02::	authorization%1:10:00::	metonymy
authorization	authorization%1:07:02::	authorization%1:07:00::	metonymy
authorization	authorization%1:07:02::	authorization%1:04:00::	metonymy
autocracy	autocracy%1:14:00::	autocracy%1:09:00::	metonymy
autograph	autograph%1:10:02::	autograph%1:10:00::	metaphor
automation	automation%1:04:00::	automation%1:26:00::	metonymy
automation	automation%1:04:00::	automation%1:06:00::	metonymy
avalanche	avalanche%1:11:00::	avalanche%1:11:01::	metaphor
avarice	avarice%1:07:00::	avarice%1:04:00::	metaphor
avatar	avatar%1:18:02::	avatar%1:18:00::	metonymy
avenue	avenue%1:06:00::	avenue%1:04:00::	metaphor
aviation	aviation%V1	aviation%1:14:00::	metonymy
aviation	aviation%1:09:00::	aviation%1:14:01::	metonymy
aviation	aviation%1:14:01::	aviation%1:04:00::	metonymy
aviation	aviation%1:09:00::	aviation%V1	metonymy
award	award%1:10:00::	award%1:04:00::	metaphor
award	award%1:10:00::	award%1:21:00::	metaphor
awareness	awareness%1:09:00::	awareness%1:09:01::	metaphor
awkwardness	awkwardness%1:07:03::	awkwardness%1:09:01::	metaphor
awkwardness	awkwardness%1:07:03::	awkwardness%1:07:01::	metaphor
awkwardness	awkwardness%1:07:03::	awkwardness%1:07:00::	metonymy
awkwardness	awkwardness%1:07:00::	awkwardness%1:07:02::	metaphor
axiom	axiom%1:10:00::	axiom%1:10:01::	metonymy
axis	axis%1:09:00::	axis%1:20:00::	metaphor
axis	axis%1:06:00::	axis%1:14:01::	metaphor
axis	axis%1:14:01::	axis%1:14:00::	metaphor
axis	axis%1:06:00::	axis%1:08:00::	metaphor
axis	axis%1:09:00::	axis%1:06:00::	metonymy
babe	babe%1:18:00::	babe%1:18:01::	metaphor
baby	baby%1:18:00::	baby%1:18:01::	metaphor
baby	baby%1:18:00::	baby%1:18:03::	metaphor
baby	baby%1:18:00::	baby%1:18:04::	metaphor
baby	baby%1:18:00::	baby%1:18:02::	metaphor
baby	baby%1:18:00::	baby%1:05:00::	metaphor
baby	baby%1:18:00::	baby%1:04:00::	metaphor
bachelor	bachelor%1:18:00::	bachelor%1:18:01::	metaphor
back	back%1:06:00::	back%1:08:00::	metonymy
back	back%1:06:00::	back%1:15:02::	metaphor
back	back%1:04:00::	back%1:18:00::	metonymy
back	back%1:08:00::	back%1:08:01::	metonymy
back	back%1:06:00::	back%1:06:03::	metaphor
back	back%1:08:00::	back%1:06:02::	metonymy
back	back%1:08:00::	back%1:06:01::	metonymy
back	back%1:15:02::	back%1:04:00::	metaphor
backbone	backbone%1:08:00::	backbone%1:09:00::	metaphor
backbone	backbone%1:08:00::	backbone%1:07:00::	metaphor
backbone	backbone%1:08:00::	backbone%1:06:01::	metaphor
backbone	backbone%1:08:00::	backbone%1:06:00::	metaphor
backdoor	backdoor%1:06:00::	backdoor%1:10:00::	metaphor
backdoor	backdoor%1:06:00::	backdoor%1:04:00::	metaphor
backfire	backfire%1:11:01::	backfire%1:11:00::	metaphor
backfire	backfire%1:11:01::	backfire%1:11:03::	metaphor
backfire	backfire%1:11:01::	backfire%1:04:00::	metaphor
background	background%1:09:00::	background%1:07:00::	metaphor
background	background%1:09:00::	background%1:09:01::	metaphor
background	background%1:09:00::	background%1:11:00::	metaphor
background	background%1:09:00::	background%1:11:01::	metaphor
background	background%1:09:00::	background%1:26:00::	metaphor
background	background%1:09:00::	background%1:06:01::	metaphor
background	background%1:09:00::	background%1:06:00::	metaphor
backlash	backlash%1:11:00::	backlash%1:04:00::	metaphor
backlog	backlog%1:14:00::	backlog%1:27:00::	metaphor
backlog	backlog%1:14:00::	backlog%1:21:00::	metaphor
backseat	backseat%1:06:00::	backseat%1:26:00::	metaphor
backup	backup%1:18:00::	backup%1:10:00::	metonymy
backup	backup%1:18:00::	backup%1:06:00::	metonymy
backup	backup%1:18:00::	backup%1:04:00::	metonymy
badge	badge%1:10:00::	badge%1:09:00::	metaphor
badlands	badlands%1:17:00::	badlands%1:15:00::	metonymy
bag	bag%1:23:00::	bag%1:23:01::	metonymy
bag	bag%1:06:00::	bag%1:06:02::	metonymy
bag	bag%1:06:00::	bag%1:23:00::	metonymy
bag	bag%1:06:00::	bag%1:06:01::	metonymy
bag	bag%1:06:02::	bag%1:18:00::	metaphor
bag	bag%1:06:00::	bag%1:05:00::	metaphor
bag	bag%1:23:00::	bag%1:04:00::	metaphor
baggage	baggage%1:06:00::	baggage%1:18:00::	metonymy
baggage	baggage%1:06:00::	baggage%1:06:01::	metonymy
bagnio	bagnio%1:06:00::	bagnio%1:06:01::	metaphor
bail	bail%1:21:00::	bail%1:09:00::	metonymy
bailey	bailey%1:06:00::	bailey%1:06:01::	metonymy
